country-code,year,economic-fitness
ZMB,1999,0.25267
ZMB,2000,0.19920
ZMB,2001,0.13699
ZMB,2002,0.18257
ZMB,2003,0.16119
ZMB,2004,0.10726
ZMB,2005,0.05896
ZMB,2006,0.06138
ZMB,2007,0.07756
ZMB,2008,0.08900
ZMB,2009,0.09762
ZMB,2010,0.07123
ZMB,2011,0.05260
ZMB,2012,0.07251
ZMB,2013,0.11341
ZMB,2014,0.07184
ZMB,2015,0.06531
ZWE,1995,0.40779
ZWE,1996,0.19333
ZWE,1997,0.15889
ZWE,1998,0.26544
ZWE,1999,0.31290
ZWE,2000,0.43621
ZWE,2001,0.32257
ZWE,2002,0.38231
ZWE,2003,0.38053
ZWE,2004,0.35802
ZWE,2005,0.29110
ZWE,2006,0.20396
ZWE,2007,0.27656
ZWE,2008,0.27363
ZWE,2009,0.17235
ZWE,2010,0.14691
ZWE,2011,0.15975
ZWE,2012,0.14047
ZWE,2013,0.15179
ZWE,2014,0.16395
ZWE,2015,0.10782
